id,sdid,gpstime,sd1500,multiEye,sd_gpsnanotime,sd_theta,sd_dtheta,sd_phi,sd_dphi,sd_energy,sd_denergy,sd_l,sd_b,sd_ra,sd_dec,sd_x,sd_dx,sd_y,sd_dy,sd_z,sd_easting,sd_northing,sd_altitude,sd_R,sd_dR,sd_s1000,sd_ds1000,sd_s38,sd_gcorr,sd_wcorr,sd_beta,sd_gamma,sd_chi2,sd_ndf,sd_geochi2,sd_geondf,sd_nbstat,fd_id,fd_gpsnanotime,fd_hdSpectrumEye,fd_hdCalibEye,fd_hdXmaxEye,fd_theta,fd_dtheta,fd_phi,fd_dphi,fd_l,fd_b,fd_ra,fd_dec,fd_totalEnergy,fd_dtotalEnergy,fd_calEnergy,fd_dcalEnergy,fd_xmax,fd_dxmax,fd_heightXmax,fd_distXmax,fd_dEdXmax,fd_ddEdXmax,fd_x,fd_dx,fd_y,fd_dy,fd_z,fd_easting,fd_northing,fd_altitude,fd_cherenkovFraction,fd_minViewAngle,fd_uspL,fd_duspL,fd_uspR,fd_duspR,fd_hottestStationId,fd_distSdpStation,fd_distAxisStation,sd_exposure
40034054600,622240,757206958,1,0,226346000,18.89,0.96,33.54,1.01,4.179,0.265,210.91,-65.55,39.72,-23.71,-5314.94,45.86,-15741.83,29.32,-32.01,471984.66,6083458.09,1389.69,8279.74,0,24.11,1.48,20.5,0.998,0.952,-2.35,0.02,0.5,1,1.18,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2157
40184443900,634230,758506851,1,0,972896000,49.25,0.21,85.9,0.31,13.081,0.706,174.65,-30.84,56.82,13.87,-5460.03,14.49,-3481.98,35.48,-1.67,471808.76,6095710.09,1401.62,12997.54,1186.9,48,2.51,62,1,0.978,-2.02,0.09,4.39,5,4.84,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6125
40202296800,635890,758658180,1,0,638367000,12.44,0.97,106.58,3.55,4.514,0.434,25.88,-44.21,322.08,-23.35,-3043.64,25.43,-9752.83,44.71,-15.51,474239.46,6089449.17,1392.7,6815.64,1644.79,25.95,2.42,22.09,0.998,0.941,-2.39,0.02,0.49,2,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7782
40224091700,638260,758848929,1,0,238387000,54.83,0.27,335.25,0.31,4.59,0.45,250.82,-9.16,112.68,-37.75,-7745.46,80.88,-5725.59,42.01,-3.33,469530.37,6093462.1,1403.94,17564.25,1830.24,14.51,1.38,22.45,0.981,0.994,-1.78,0.06,9.14,6,20.92,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0469
40300846100,646220,759507673,1,0,902280000,38.05,0.38,320.2,0.77,3.763,0.448,346.11,-46.33,324.09,-51.08,-963.9,42.28,-20554.7,41.67,-51.92,476345.2,6078659.13,1381.37,12649.43,1619.31,19.19,2.22,18.52,0.992,0.972,-2.15,0,0.81,2,0.75,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8571
40342062100,650050,759865433,1,0,68323000,58.41,0.35,73.92,0.33,4.549,0.452,90.56,-34.3,344.51,21.34,-10151.65,49.82,-14249.14,62.38,-27.69,467147.14,6084937.66,1396.34,13199.22,2129.17,12.07,1.16,22.26,0.999,0.993,-1.65,-0.02,1.27,5,7.56,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4112
40353663900,651210,759967851,1,0,785292000,39.01,0.41,31.28,0.61,4.704,0.413,207.89,-33.08,70.97,-10.56,-5373.92,17.42,-14014.29,44.33,-26.47,471921.36,6085184.43,1391.24,11075.82,0,22.55,1.92,22.99,0.996,1.007,-2.15,0,1.46,1,4.29,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5795
40406048600,656590,760423698,1,0,44676000,53.04,0.27,242.8,0.26,6.114,0.444,280.79,-39,64.51,-68.06,-6154.89,43.69,-14723.31,62.6,-28.77,471142.66,6084473.87,1391.25,21559.38,3658.76,20.3,1.43,29.65,0.984,0.99,-1.86,0.09,6.5,5,10.55,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2932
40431561500,658340,760638027,1,0,75580000,50.37,0.5,82.43,0.55,2.511,0.293,68.06,-26.65,323.79,14.66,-12293.5,40.38,-15284.58,77.31,-32.07,465009.2,6083897.44,1398.13,7781.72,645.6,9.63,1.09,12.51,1,0.983,-1.86,0.12,2.24,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5058
40447953600,659890,760788348,1,0,33775000,47.92,0.54,159.87,0.92,2.794,0.379,284.03,50.71,180.82,-10.39,-1573.15,27.08,-20231.75,72.93,-50.76,475735.5,6078980.35,1381.62,7295.64,723.92,11.48,1.51,13.88,0.991,0.992,-1.93,0.1,0.67,2,9.88,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7096
40453506800,660330,760830280,1,0,631435000,53.38,0.19,47,0.31,9.913,0.798,192.09,-20.84,74.67,7.68,-475.42,49.59,-11033.71,33.71,-21,476809.34,6088175.55,1388.6,16453.12,1281.44,31.52,2.46,47.38,0.995,0.979,-1.89,0.07,10.14,9,8.66,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7741
40473857600,662240,761006588,1,0,137934000,15.28,1.19,295.09,2.81,2.757,0.396,255.64,-43.01,67.53,-48.8,-1465.7,19.15,-7284.96,61.01,-11,475810.21,6091919.51,1393.34,7960.17,0,15.92,2.22,13.69,0.996,0.956,-2.35,0.03,4.18,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0438
40475715000,662450,761025162,1,0,54091000,43.58,0.48,254.53,1.02,2.66,0.339,284.82,-28.5,93.74,-73.93,-272.13,67.28,-8288.49,39.95,-15.06,477005.58,6090919.6,1390.35,11705.68,0,12.26,1.51,13.23,0.99,0.986,-2.03,0.04,0.54,1,0.65,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0716
40504450100,665040,761271713,1,0,276425000,34.76,0.42,177.47,0.72,3.971,0.386,220.35,-60.81,45.73,-27.01,-1561.83,33.59,-5018.68,41.21,-7.77,475708.43,6094184.16,1394.41,9899.31,1200.18,20.69,1.95,19.51,0.994,0.99,-2.2,0,1.85,3,0.34,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4685
40517126700,666750,761384879,1,0,810097000,13.95,0.51,81.86,1.38,8.646,0.472,312.11,40.72,200.33,-21.62,-7007.61,10.17,-21623.9,38.46,-55.95,470307.88,6077575.29,1384.66,6355.89,569.64,46.29,2.45,41.49,0.998,0.992,-2.41,0,0.72,2,49.48,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6515
40560766800,671420,761753280,1,0,26764000,17.58,0.71,167.1,2.85,3.042,0.345,4,-8.96,277.61,-29.76,-6876.62,49.87,-9622.89,46.65,-11.95,470408.51,6089569.37,1399.04,8071.75,0,17.47,1.92,15.07,0.997,0.961,-2.34,0.03,1.54,1,0.15,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2131
40567438300,672350,761819995,1,0,85613000,39.57,0.39,260.49,0.74,5.884,0.421,303.43,-10.58,194.58,-73.45,723.03,35,-14765.82,44.22,-33.36,478016.47,6084448.75,1383.83,11067.65,1315.06,28.32,1.97,28.57,0.991,0.991,-2.15,0,2.89,6,1.09,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3119
40586332500,674370,761981737,1,0,336568000,52.3,0.25,164.79,0.37,7.452,0.723,230.93,10.81,120.96,-10.63,-7876.8,69.23,-11327.61,66.98,-16.73,469413.24,6087863.17,1398.22,16779.84,1135.84,25.13,2.37,35.93,0.988,0.987,-1.9,0.09,12.3,8,16.51,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5534
40633927300,678820,762389685,1,0,783256000,36.09,0.51,104.6,0.72,2.728,0.282,195.41,-30.72,67.93,-0.15,534.99,21.97,-11198.88,70.23,-22.69,477819.54,6088013.03,1387.2,9601.49,0,14.29,1.43,13.56,0.999,0.975,-2.16,0,1.09,1,2.66,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2223
40706219400,685060,763017406,1,0,280293000,46.98,0.44,338.17,0.62,2.765,0.282,338.12,11.93,238.64,-38.12,-8859.9,93.93,-24926.41,26.51,-71.46,468465.07,6074270.07,1383.54,12506.13,2304.63,11.51,1.14,13.73,0.988,1.008,-1.95,0.09,2.03,2,1.21,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8859
40742481800,688400,763325630,1,0,593297000,59.51,0.23,76.62,0.3,4.545,0.463,152.5,-33.79,39.3,22.93,-9676.12,47.69,-14632.18,77.12,-28.75,467623.35,6084556.06,1395.42,20945.8,1987.47,11.44,1.13,22.24,0.999,0.991,-1.61,-0.05,26.32,6,3.65,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4227
40751541800,689090,763402630,1,0,966854000,32.93,0.46,295.72,0.84,3.714,0.373,297.99,-54.65,19,-62.24,-4774.31,48.77,-8199.72,27.92,-9.86,472505.93,6090996.97,1397.21,9677.94,0,20.3,1.98,18.29,0.993,0.964,-2.22,0,0.69,1,0.02,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.528
40812557800,696240,763931190,1,0,234113000,30.81,0.47,339.07,1.28,3.096,0.339,244.51,-37.08,75.88,-40.3,4409.92,30.51,-17516.98,47.21,-46,481708.05,6081708.57,1379.65,9316.88,0,17.28,1.83,15.33,0.994,0.963,-2.24,0.01,2.06,1,0.17,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3493
40817527200,697460,763980884,1,0,495457000,26.94,0.4,7.05,0.86,5.698,0.358,4.47,-6.26,275.11,-28.12,-13324.08,18.01,-18673.99,26.29,-45.71,463987.81,6080507.46,1395.61,11632.09,2624.12,31.6,1.92,27.69,0.996,0.977,-2.31,0.01,4.72,2,1.21,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4458
40841420100,700760,764179013,1,0,506771000,28.12,0.28,176.26,0.64,14.334,0.532,17.39,-43.49,319.71,-29.14,-10998.62,7.87,-25433,28.6,-74.71,466328.94,6073758.37,1385.63,9166.29,672.42,77.99,2.81,67.76,0.996,0.962,-2.35,0.03,4.17,4,8.17,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7914
40850926700,702280,764260479,1,0,89401000,38.14,0.53,316.5,0.82,3.007,0.255,291.86,-63.12,21.21,-53.28,-8750.85,25.11,-8711.21,77.22,-8.99,468533.12,6090475.77,1402.97,8292.63,890.74,15.42,1.27,14.9,0.992,0.972,-2.13,0,2.23,3,4.68,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9751
40863232900,704280,764369941,1,0,648633000,19.3,0.78,340.6,1.39,2.94,0.288,246.75,-23.37,93.91,-39.46,-1648.46,61.56,-10798.5,36.35,-18.98,475636.43,6088407.66,1390.4,8051.91,0,17.13,1.63,14.58,0.996,0.951,-2.33,0.03,0.26,1,1.62,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2414
40887406700,707540,764584479,1,0,211959000,33.38,0.29,208.43,0.51,4.355,0.317,311.25,17.98,203.93,-44.18,-10978.16,20.52,-12826.65,37.09,-22.4,466317.54,6086357.2,1399.98,15530.91,2271.87,23.31,1.65,21.34,0.994,0.977,-2.22,0,9.32,4,4.12,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6196
40890920700,707880,764606019,1,0,377887000,48.29,0.54,253.39,1.16,2.526,0.349,318.71,-24.8,277.04,-75.64,-8821.9,72.24,-25988.78,39.63,-76.86,468505.74,6073208.43,1382.35,11987.62,0,10.34,1.39,12.58,0.988,0.992,-1.91,0.11,0.33,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6711
40893785200,708280,764634664,1,0,297401000,25.63,0.45,219.93,1.11,4.546,0.284,255.44,-44.04,66,-48.53,-8657.98,15.76,-24135.15,50.87,-67.45,468664.87,6075061.38,1384.23,6758.49,674.56,25.32,1.53,22.24,0.995,0.983,-2.31,0.01,2.47,2,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7406
40906551000,709690,764748722,1,0,210078000,42.5,0.39,33.59,0.51,5.305,0.4,8.17,27.26,247.28,-7.03,4581.99,30.05,-16565.13,57.95,-42.46,481877.6,6082660.27,1380.76,12279.81,2040.62,24.44,1.79,25.84,0.996,0.976,-2.1,0.02,3.97,2,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9212
40913847100,710690,764808083,1,0,792099000,43.39,0.45,53.34,0.58,6.547,0.699,221.85,20.24,124.85,1.62,-8006.32,65.94,-16447.01,59.14,-35.34,469296.71,6082746.54,1390.95,10395.54,761.23,28.99,3,31.69,0.998,0.985,-2.09,0.03,5.12,5,7.16,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0708
40913987400,710710,764809486,1,0,820729000,56.55,0.26,216.53,0.31,2.668,0.291,272.07,-66.38,30.19,-46.38,-3061.04,79.48,-6675,68.46,-7.94,474214.31,6092525.08,1396.3,69708.02,47594.62,8.27,0.88,13.27,0.978,0.993,-1.67,0.03,12.07,2,1.64,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0743
40962988100,717070,765231493,1,0,451076000,31.03,0.5,347.19,0.74,4.22,0.289,247.69,-11.67,108.16,-36.09,-4281.19,39.28,-11852.79,18.68,-21.15,473007.97,6087347.37,1391.33,8355.98,1293.2,23.53,1.57,20.7,0.995,0.957,-2.25,0,5.4,3,8.93,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9416
40964642900,717380,765248041,1,0,813236000,57.14,0.29,108.44,0.33,2.827,0.33,203.05,25.66,122.38,19.58,-11053.54,64.93,-17325.35,106.57,-39.74,466253.56,6081861.02,1393.43,17853.88,2992.04,8.42,0.95,14.03,0.998,0.987,-1.66,0.02,8.75,5,9.52,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9811
41020917900,725100,765729191,1,0,602516000,33.96,0.38,82.63,0.78,2.631,0.241,82.91,-58.32,353.11,-1.72,-14783.15,33.99,-23771.2,33.25,-69.64,462542.5,6075409.6,1391.9,9421.55,0,14.02,1.24,13.09,0.999,0.982,-2.19,0,0.15,1,0.57,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.045
41030408300,726450,765810495,1,0,586109000,6.46,0.5,240.74,7.17,4.768,0.453,0.83,-48.23,324.54,-40.93,-13401.18,53.25,-12861.24,34.95,-24.2,463896.09,6086316.51,1402.87,7416.2,845.19,26.45,2.44,23.3,0.997,0.96,-2.4,0.01,15.63,3,10.93,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2132
41047125500,728820,765964067,1,0,186659000,52.92,0.39,112.39,0.76,2.568,0.383,22.08,51.46,232.08,14.61,-10169.58,73.97,-15538.79,36.25,-31.98,467132.47,6083648.74,1395.11,20812.2,8282.59,9.04,1.31,12.79,0.998,0.986,-1.79,0.1,0.54,2,0.57,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4348
41088513700,735720,766323549,1,0,932714000,56.52,0.41,116.66,0.32,2.523,0.294,50.74,1.89,289.46,16.68,1487.14,107.78,-23708.35,152.93,-66.58,478802.71,6075513.58,1377.8,16731.5,3032.1,7.64,0.86,12.57,0.996,1.001,-1.67,0.03,6.7,3,1.39,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2448
41097782000,737220,766402632,1,0,421825000,55.66,0.21,181.53,0.2,8.089,0.654,336.04,35.34,221.19,-20.14,-9911.57,78.72,-12092.09,23.34,-19.59,467381.63,6087094.02,1399.6,18377.23,1794.06,22.98,1.8,38.9,0.981,1.017,-1.8,0.04,5.01,6,14.88,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4242
41100205700,737370,766413269,1,0,952712000,53.54,0.33,88.12,0.37,6.454,0.624,74.68,-27.83,328.89,18.13,469.89,29.62,-14973.22,57.24,-33.63,477764.01,6084240.83,1384.01,10586.06,860.92,19.99,1.88,31.25,1,1.02,-1.84,0.08,8.6,5,4.99,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.448
41100740600,737450,766418618,1,0,707549000,48.66,0.4,273.24,0.5,4.239,0.39,303.06,-33.53,11.94,-83.6,-8895.48,26.23,-24372.67,62.18,-68.15,468428.11,6074823.39,1384.76,7316.77,738.98,16.2,1.45,20.79,0.987,1.023,-1.94,0.1,1.39,4,5.53,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4602
41102990500,737810,766441117,1,0,436448000,4.93,0.51,21.56,10.68,2.518,0.198,239.14,-25.4,89.01,-33.41,-11647.58,17.16,-11239.86,73.82,-16.83,465644.53,6087941.35,1403.72,7438.14,0,13.49,1.03,12.54,0.997,1.01,-2.38,0.03,0.73,1,0.85,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5066
41118011800,740710,766577730,1,0,959338000,43.08,0.6,181.3,0.71,2.683,0.333,351.02,16.95,245.13,-25.83,4127.94,99.3,-16027.46,23.17,-40.3,481422.47,6083196.46,1381.24,13361.92,3257.68,12.31,1.48,13.34,0.991,0.999,-2.04,0.03,4.67,2,0.27,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8264
41147837900,745850,766835191,1,0,979130000,16.54,0.38,347.12,1.33,5.76,0.345,5.2,-37.22,310.51,-37.27,-1895.64,19.16,-4347.13,21.08,-6.63,475373.14,6094854.46,1395.14,6166.39,1531.69,29.89,1.74,27.98,0.997,1.047,-2.38,0.01,0.89,2,1.39,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4749
41190924600,753180,767198058,1,0,521831000,59.54,0.51,144.19,0.26,3.676,0.472,59.43,-29.76,321.37,6.8,-7837.89,182.24,-8521.21,121.56,-8.93,469445.04,6090667.96,1401.59,14464,1327.08,9.56,1.19,18.1,0.985,1,-1.59,-0.05,5,7,33.11,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4249
41218134500,757300,767442957,1,0,91000,37.2,0.67,266.57,0.61,2.794,0.274,322.54,-31.67,302.46,-72.35,-8038.08,24.46,-7239.53,65.32,-6.58,469241.75,6091948.35,1402.6,7743.91,769.57,13.88,1.32,13.88,0.992,1.019,-2.14,0,3.88,2,1.13,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0803
41233568900,759560,767570101,1,0,9922000,8.32,1.18,349.66,6.99,3.255,0.232,257.53,3.61,130.72,-36.51,-9759.49,53.07,-21015.57,31.98,-53.29,467556.15,6078176.3,1388.9,7718.58,0,17.85,1.23,16.09,0.997,0.986,-2.38,0.02,1.6,1,0.26,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4055
41237056300,759920,767604975,1,0,335428000,48.59,0.55,351.29,0.45,2.936,0.309,19.4,-46.81,323.74,-28.36,114.05,94.42,-7978.3,37.26,-15.11,477390.74,6091230.58,1389.9,8802.43,1286.34,11.5,1.17,14.56,0.988,1.023,-1.92,0.11,0.61,2,0.87,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4515
41250454500,761360,767711757,1,0,694081000,37.98,0.44,209.18,0.65,2.589,0.281,355.57,-33,303.61,-44.53,5001.64,66.01,-18341.16,35.55,-49.32,482301.48,6080886.38,1379.09,9907.7,0,12.12,1.28,12.89,0.992,1.071,-2.12,0,0.05,1,0.12,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6848
41252365600,761660,767730868,1,0,188031000,18.98,0.65,90.38,2.92,2.706,0.326,214.76,-34.35,72.15,-16.3,-3380.62,62.22,-3938.75,19.74,-4.09,473888.03,6095258.84,1398.03,8038.55,0,14.18,1.66,13.45,0.998,1.057,-2.32,0.03,2.03,1,1.06,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7346
41256507900,762320,767772291,1,0,805409000,45.84,0.27,91.28,0.35,7.114,0.472,24.22,38.91,244.31,10.46,-13047.39,20.78,-13618.17,40.3,-27.05,464251.57,6085560.94,1400.86,13973.46,2663.58,27.56,1.77,34.35,1,1.053,-2.04,0.07,1.54,3,1.34,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8405
41256846700,762370,767775679,1,0,210700000,45.06,0.28,146.17,0.45,8.646,0.561,350.06,46.38,223.36,-5.02,-902.91,75.55,-12973.22,21.56,-25.39,476387,6086236.15,1387.91,12468.83,779.71,34.1,2.14,41.5,0.994,1.054,-2.08,0.05,7.12,7,23.62,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.849
41301677900,768270,768155991,1,0,104704000,25.38,0.96,51.8,1.17,3.965,0.538,208.95,-40.59,64.34,-14.46,-5789.69,48.86,-22833.25,42.5,-59.8,471528.12,6076369.75,1383.82,6014.54,407.07,21.97,2.89,19.48,0.998,0.988,-2.3,0.02,8.57,5,27.79,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7396
41306786800,769220,768207080,1,0,401443000,21.68,0.22,160.64,0.69,27.237,0.777,346.85,20.7,239.07,-26.01,-6954.64,15.77,-17084.42,9.17,-37.71,470349.35,6082112.17,1389.03,10334.84,824.56,137.05,3.79,126.28,0.997,1.017,-2.43,0.16,4.64,6,10.71,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8861
41314090300,770260,768266515,1,0,945334000,44.7,0.45,143.38,0.46,3.618,0.418,222.45,9.52,115.69,-4,-12160.11,64.68,-16197.5,64.14,-36.2,465144.81,6082985.4,1396,12581.39,1233.43,15.56,1.75,17.83,0.995,1.012,-2.02,0.06,5.88,5,5.18,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0551
41314602800,770350,768271640,1,0,375611000,55.69,0.24,171.37,0.29,4.585,0.467,229.91,4.31,114.68,-12.99,-7545.67,71.84,-8272.35,38.81,-8.7,469736.46,6090917.4,1401.14,18194.49,1687.51,13.77,1.36,22.43,0.983,1.007,-1.75,0.05,2.75,7,5.93,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0699
41326636900,772250,768378381,1,0,978792000,52.79,0.45,34.22,0.44,2.675,0.372,41.02,-13.7,298.71,0.78,-14609.4,108.16,-25829.45,56.76,-78.89,462721.34,6073353.01,1390.28,12609.48,1553.65,9.22,1.24,13.3,0.992,1.016,-1.79,0.1,0.71,3,1.42,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3532
41338547800,773740,768483890,1,0,35362000,12.69,1.39,338.86,2.56,2.644,0.312,351.32,-70.02,353.64,-39.09,-14769.01,61.59,-23435.34,22.39,-68.01,462555.78,6075745.29,1392.26,7589.04,0,13.78,1.58,13.15,0.997,1.054,-2.36,0.03,0.37,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5994
41352755900,775670,768598771,1,0,760435000,56.38,0.46,60.24,0.35,3.062,0.332,207.72,25.43,123.83,15.59,-6339.72,69.07,-15047.97,122.98,-30.08,470958.76,6084148.94,1390.87,13274.67,1751.22,9.17,0.96,15.16,0.997,1.011,-1.69,0.04,27.38,4,7.16,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9142
41370189700,778500,768745909,1,0,70499000,38.01,0.54,288.28,0.73,2.606,0.243,296.24,-47.63,25.44,-68.84,-13946.33,29.64,-7633.84,48.36,-4.99,463338.1,6091539.39,1414.82,5250.49,606.38,12.8,1.16,12.97,0.992,1.022,-2.12,0,0.49,2,0.66,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2924
41373614100,779130,768780153,1,0,27336000,19.88,0.46,99.87,0.91,6.142,0.541,241.85,17.54,132.68,-15.84,-14342.87,11.84,-25502.06,51.11,-77.3,462986.89,6073680.87,1389.95,9412,722.74,32.54,2.78,29.78,0.998,1.027,-2.36,0.01,4.15,4,2.05,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3892
41386116600,781120,768891578,1,0,696354000,28.6,0.29,175.55,0.64,13.89,0.638,319.52,32.2,208.83,-28.61,-9191.1,9.78,-20425.76,30.71,-51.21,468122.7,6078767.19,1388.21,12181.31,1099.94,70.12,3.12,65.72,0.996,1.036,-2.34,0.01,4.66,5,0.77,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7039
41432657500,788820,769288987,1,0,442913000,37.88,0.37,251.2,0.7,3.09,0.302,280.4,-37.11,69.51,-68.54,-960.86,34.82,-9060.78,40.27,-15.38,476319.22,6090146.05,1391.15,10118.29,0,14.72,1.39,15.3,0.992,1.05,-2.13,0,0.27,1,0.06,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7441
41453640500,791800,769471617,1,0,148109000,30.86,0.75,262.24,1.42,2.692,0.461,282.19,-12.6,135.58,-65.75,-1930.84,57.86,-19208.12,28.45,-46.04,475375.45,6080002.45,1383.26,8435.88,0,13.83,2.3,13.38,0.994,1.051,-2.22,0.02,2.76,1,0.24,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2772
41502361800,800560,769890830,1,0,853520000,45.07,0.29,320.11,0.44,6.751,0.535,281.19,5.49,156.81,-51.19,-7283.68,49.33,-18225.12,24.39,-41.92,470023.39,6080971.33,1388.36,12074.93,1217.84,27.94,2.15,32.64,0.989,1.019,-2.06,0.06,20.99,7,5.83,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.4602
41504424000,800960,769911452,1,0,577798000,54.4,0.24,309.09,0.34,6.306,0.546,332.75,-12.27,260.74,-58.36,-6593.51,63.08,-5421.49,20.26,-2.79,470680.85,6093768.92,1402.93,15475.61,1228.19,19.24,1.62,30.56,0.982,1.019,-1.82,0.07,12.58,7,5.68,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.523
