id,sdid,gpstime,sd750,multiEye,sd1500,sd_gpsnanotime,sd_theta,sd_phi,sd_energy,sd_l,sd_b,sd_ra,sd_dec,sd_x,sd_dx,sd_y,sd_dy,sd_z,sd_easting,sd_northing,sd_altitude,sd_s450,sd_ds450,sd_s35,sd_beta,sd_gamma,sd_chi2,sd_ndf,sd_geochi2,sd_nbstat,fd_id,fd_gpsnanotime,fd_hdSpectrumEye,fd_hdCalibEye,fd_hdXmaxEye,fd_theta,fd_dtheta,fd_phi,fd_dphi,fd_l,fd_b,fd_ra,fd_dec,fd_totalEnergy,fd_dtotalEnergy,fd_calEnergy,fd_dcalEnergy,fd_xmax,fd_dxmax,fd_heightXmax,fd_distXmax,fd_dEdXmax,fd_ddEdXmax,fd_x,fd_dx,fd_y,fd_dy,fd_z,fd_easting,fd_northing,fd_altitude,fd_cherenkovFraction,fd_minViewAngle,fd_uspL,fd_duspL,fd_uspR,fd_duspR,fd_hottestStationId,fd_distSdpStation,fd_distAxisStation,sd_s38,sd_gpstime,sd_exposure
140010032800,24902920,1072613143,1,0,0,650217435,28.51,0.42,0.198,-11.56,13.12,246.41,-30.26,-28939.4,30.18,14473.7,17.37,100.99,448297.75,6113595,1500.99,17.72,1.82,14.89,-3.02,-0.3,9.81,8,4.31,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072613143,0.0035
140011337400,24905430,1072626189,1,0,0,743559685,18.07,318.3,0.106,-8.57,-21.61,286.7,-45.74,-27780.3,34.2,15113.3,20.21,102.91,449454.57,6114237.16,1502.91,11.09,1.39,7.97,-3.07,-0.31,6.26,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072626189,0.0046
140011419000,24905590,1072627005,1,0,0,481967424,33.61,330.65,0.114,-3.93,-39.95,313.4,-44.59,-24523,60.71,14419.4,38.19,85.23,452711.62,6113551.85,1485.23,9.27,1.26,8.6,-2.87,-0.32,5.52,2,1.01,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072627005,0.0047
140011783900,24906260,1072630654,1,0,0,395818524,20.75,8.62,0.16,14.32,-35.23,309.87,-29.68,-23861.5,43.05,15697.4,22.45,83.81,453369.55,6114830.81,1483.81,16.26,1.8,12.04,-3.09,-0.29,3.21,5,0.88,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072630654,0.005
140011875400,24906430,1072631569,1,0,0,981706229,2.79,241.9,0.136,0.1,-20.1,288.19,-37.58,-27402,50.56,13350.1,15.16,96.17,449836.88,6112476.11,1496.17,15.18,2.56,10.22,-3.17,-0.3,6.03,5,4.18,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072631569,0.0051
140012211900,24907090,1072634934,1,0,0,178408062,36.23,55.62,0.143,50.42,-37.52,323.57,-3.76,-25685.3,17.23,16070.1,61.76,93.43,451545.9,6115198.54,1493.43,10.73,1.89,10.71,-2.92,-0.31,5.21,5,10.55,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072634934,0.0054
140012422900,24907520,1072637044,1,0,0,219919503,32.8,199.68,0.105,-6.78,-8.75,271.52,-39.15,-29515.9,53.85,14518.1,26.99,101,447721.56,6113638.1,1501,8.78,1.29,7.93,-2.87,-0.32,3.21,2,3.65,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072637044,0.0056
140012469900,24907620,1072637514,1,0,0,279930202,30.77,317.58,0.104,-28.71,-61.12,351.47,-51.04,-28907.9,25.45,14221.1,27.7,100.84,448329.9,6113342.67,1500.84,9.09,1.45,7.82,-2.92,-0.32,3.68,3,0.01,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072637514,0.0056
140012477900,24907630,1072637594,1,0,0,107532539,36.48,221.93,0.112,-19.02,-13.21,269.17,-51.87,-24458.3,42.1,13726.8,29.83,83.96,452778.41,6112859.62,1483.96,8.38,1.32,8.43,-2.79,-0.34,5.13,3,0.04,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072637594,0.0056
140012501900,24907680,1072637834,1,0,0,320645015,28.51,355.4,0.136,11.94,-69.81,350.38,-32.55,-28027,51.88,14446.3,27.09,101.32,449209.7,6113570.06,1501.32,12.39,1.48,10.19,-2.89,-0.35,87.96,3,1.19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072637834,0.0056
140012517100,24907700,1072637986,1,0,0,254963938,25.07,125.76,0.247,28.7,-23.1,301.99,-13.85,-24331,39.43,14658.7,7.43,85.4,452902.93,6113791.49,1485.4,23.69,2.37,18.58,-3.04,-0.3,7.07,10,2.43,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072637986,0.0056
140012810200,24908270,1072640917,1,0,0,468167231,39.87,55.91,0.106,79.8,-55.51,350.08,-0.47,-26019.2,46.74,14988,44.13,94.78,451214.96,6114116.31,1494.78,7.04,1.21,8.01,-2.77,-0.32,3.51,3,0.01,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072640917,0.0059
140013216801,24909070,1072644983,1,0,0,641972201,21.98,255.46,0.201,-25.05,-50.95,336.13,-56.05,-25713.5,25.57,15743.8,17.84,93.73,451518.56,6114872.53,1493.73,20.16,1.68,15.12,-3.06,-0.3,9.67,5,6.36,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072644983,0.0062
140014084200,24910750,1072653657,1,0,0,530346431,22.28,20.15,0.297,-143.33,-60.85,45.36,-25.25,-25328.5,20.43,13390.6,35.22,86.07,451909.24,6112521.74,1486.07,29.32,2.72,22.3,-3.09,-0.29,19.71,7,36.38,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072653657,0.007
140014278700,24911110,1072655602,1,0,0,677159404,21.47,99.1,0.19,170.47,-71.31,26.95,-13.86,-23970.1,18.18,15895.9,21.12,84.52,453260.46,6115028.87,1484.52,19.14,1.78,14.29,-3.06,-0.3,2.03,5,1.07,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072655602,0.0071
140014280900,24911120,1072655624,1,0,0,262828995,32.37,291.73,0.174,-82.67,-44.24,56.36,-63.27,-23995.5,32.91,14460.1,17.9,82.75,453238.74,6113593.9,1482.75,14.61,1.71,13.08,-2.91,-0.31,12.33,7,8.18,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072655624,0.0071
140014824100,24912170,1072661056,1,0,0,584654288,17.73,20.25,0.114,-132.08,-38.1,71.89,-27.54,-26613.9,55.27,14597.6,13.7,97.09,450621.59,6113724.71,1497.09,11.97,1.87,8.57,-3.05,-0.32,8.08,7,3.93,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072661056,0.0076
140015072900,24912740,1072663544,1,0,0,443755841,14.01,280.37,0.28,-104.25,-43.23,67.18,-48.86,-28000.7,7.36,14897.3,16.39,101.7,449234.92,6114020.71,1501.7,29.28,2.99,21.02,-3.17,-0.29,18.08,11,0.65,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072663544,0.0078
140015232600,24913160,1072665141,1,0,0,795579347,24.2,308.92,0.121,-99.9,-25.9,94.67,-51.84,-26728.5,33.39,13125.6,25.04,92.11,450510.77,6112253.36,1492.11,11.77,1.38,9.09,-3.01,-0.32,6.63,5,0.06,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072665141,0.008
140015433800,24913700,1072667153,1,0,0,982743420,21.45,111.9,0.11,-147.54,-35.3,70.48,-14.92,-27443.4,49.88,15142.6,37.35,101.82,449791.22,6114267.35,1501.82,11.1,1.51,8.27,-2.98,-0.34,8.31,5,12.48,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072667153,0.0081
140015467500,24913800,1072667490,1,0,0,374268414,23.97,189.25,0.208,-123.28,-56.99,50.51,-35.3,-26577.7,13.79,16621.7,27.41,98.93,450652.67,6115747.69,1498.93,20.08,1.8,15.59,-3.03,-0.31,10.66,10,0.28,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072667490,0.0082
140015538800,24913980,1072668203,1,0,0,498488862,28.23,243.95,0.286,-89.35,-45.16,59.22,-58.64,-29010.2,38.58,14570.8,27.36,100.31,448226.81,6113691.9,1500.31,25.77,2.13,21.45,-3.01,-0.3,11.93,8,1.47,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072668203,0.0082
140015717400,24914460,1072669989,1,0,0,268041854,38.67,57.42,0.278,-142.75,6,110.17,-1.08,-24308.8,83.01,16379.4,36.86,86.94,452920.87,6115511.27,1486.94,19.12,4.27,20.9,-2.85,-0.29,15.32,7,4.29,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072669989,0.0084
140015942400,24915030,1072672239,1,0,0,158894516,26.13,175.35,0.109,-130.73,-40.39,69.62,-29.09,-28849,41.13,14527,19.55,100.27,448388.01,6113648.55,1500.27,10.32,1.71,8.21,-2.97,-0.33,6.09,3,0.13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072672239,0.0086
140016086101,24915420,1072673676,1,0,0,510466051,7.4,331.51,0.111,-108.08,-8.45,114.11,-38.38,-24465.8,37.83,15182.1,28.03,86.16,452766.92,6114314.24,1486.16,12.29,1.43,8.36,-3.14,-0.31,24.72,3,0.62,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072673676,0.0087
140016171600,24915670,1072674531,1,0,0,741278494,34.84,108.61,0.165,-147.39,-4.23,98.95,-1.65,-27174.8,36.95,15303.9,56.99,101.82,450059.23,6114429.16,1501.82,12.81,1.67,12.39,-2.9,-0.31,7.32,3,0.15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072674531,0.0088
140016383700,24916270,1072676652,1,0,0,9938016,13.62,97.42,0.114,-121.79,1.51,116.42,-21.59,-23757.2,15.11,15402.5,50.7,83.15,453474.48,6114536.33,1483.15,12.23,1.82,8.55,-3.13,-0.3,2.28,5,0.93,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072676652,0.009
140016562300,24916780,1072678438,1,0,0,796850069,17.68,343.75,0.133,-91.97,12.09,147.48,-38.19,-24129,37.6,14508.5,24.19,83.21,453105.21,6113641.91,1483.21,13.84,1.46,9.98,-3.13,-0.29,5.22,5,2.46,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072678438,0.0091
140016792200,24917420,1072680737,1,0,0,521984195,12.97,142.22,0.132,-113.96,4.65,123.86,-26.59,-29426.7,24.01,15560.8,30.29,106.41,447808.01,6114680.26,1506.41,14.2,2.18,9.92,-3.17,-0.3,4.44,5,95.48,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072680737,0.0093
140016930200,24917800,1072682117,1,0,0,178855465,24.62,198.13,0.112,-108.94,-11.25,110.42,-38.89,-28905.2,33.15,15200,25.58,103.22,448330.17,6114321.05,1503.22,10.81,1.37,8.41,-3.01,-0.31,3.18,3,0.49,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072682117,0.0094
140016939100,24917830,1072682206,1,0,0,374853813,15.49,233.58,0.115,-95.44,-4.27,127.99,-46.87,-25610.5,55.32,14686.6,127.38,92.84,451624.11,6113816.24,1492.84,12.24,1.81,8.67,-3.02,-0.34,16.74,6,0.58,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072682206,0.0094
140017017700,24918020,1072682992,1,0,0,742947590,14.61,48.46,0.102,-96.08,27.53,155.28,-23.73,-26172.8,47.27,15631,19.94,96.78,451059.77,6114758.64,1496.78,10.94,1.75,7.69,-3.04,-0.33,10.64,2,0.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072682992,0.0095
140017131100,24918300,1072684126,1,0,0,581577904,37.79,91,0.101,-124.56,41.43,148.96,2.65,-24427.4,31.83,12689.9,42.63,81.76,452811.56,6111823.68,1481.76,7.16,1.21,7.62,-2.79,-0.33,2.12,2,0.55,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072684126,0.0096
140018085100,24920060,1072693666,1,0,0,538274549,18.73,93.42,0.113,-63.48,46.22,188.24,-16.42,-25044.8,29.18,13429.8,30.47,84.99,452192.61,6112561.55,1484.99,11.65,2.14,8.51,-3.06,-0.32,10.12,2,5.63,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072693666,0.0104
140021232600,24923420,1072711541,1,0,0,347706734,10.13,301.31,0.116,-10.85,-10.63,271.24,-43.58,-24649.1,61.26,15305.4,39.07,88.34,452583.36,6114437.03,1488.34,12.63,2.15,8.69,-3.17,-0.3,4.61,7,6.69,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072711541,0.012
140021326300,24923600,1072712478,1,0,0,286136975,11.51,116.74,0.161,1.64,5.39,262.28,-24.67,-25968,22.41,16942.5,25.21,95.46,451261.15,6116069.82,1495.46,17.29,1.78,12.07,-3.14,-0.3,4.33,7,20.01,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072712478,0.012
140021742000,24924350,1072716635,1,0,0,651341196,35.5,243.65,0.118,-34.42,-11,250.09,-63.29,-24495.9,23.79,16667.1,60.42,88.23,452733.06,6115797.97,1488.23,8.99,1.66,8.86,-2.79,-0.34,9.71,5,1.17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072716635,0.0124
140021812800,24924490,1072717343,1,0,0,387321254,23.35,58.78,0.606,27.38,-22.13,300.57,-14.57,-25194.2,15.04,13561,20.2,85.63,452043.04,6112692.38,1485.63,57.36,4.53,45.4,-3.11,-0.28,26.46,12,4.07,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072717343,0.0125
140022010400,24924880,1072719319,1,0,0,231616196,38.12,87.15,0.206,42.81,-12.34,298.34,2.96,-29314.3,36.02,14350.2,28.16,100.09,447923.39,6113470.68,1500.09,14.44,1.93,15.48,-2.85,-0.3,7.71,8,2.28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072719319,0.0126
140022020900,24924900,1072719424,1,0,0,552415310,38.58,148.35,0.133,14.9,11.27,264.34,-10.43,-25377.2,53.27,12647.5,20.02,87.06,451862.14,6111778.8,1487.06,9.15,1.3,10.01,-2.84,-0.31,8.37,5,2.08,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072719424,0.0126
140022039100,24924930,1072719606,1,0,0,334572182,22.27,151.85,0.114,9.91,-4.86,276.5,-22.67,-26116.7,80.61,12990,65.25,89.43,451122.51,6112119.29,1489.43,11.42,1.97,8.6,-3.02,-0.32,4.57,4,1.43,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072719606,0.0127
140022093900,24925040,1072720154,1,0,0,321990800,24.81,125.91,0.111,21.4,-8.56,285.36,-14.11,-25475.3,25.91,13312,54.26,88.15,451762.72,6112442.8,1488.15,10.68,1.78,8.32,-3.04,-0.31,17.77,2,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072720154,0.0127
140022231400,24925330,1072721529,1,0,0,716478492,32.22,324.22,0.158,-19.04,-60.44,345.88,-47.94,-24157.6,28.41,15942.9,43.56,86.01,453072.99,6115075.39,1486.01,13.25,1.79,11.91,-2.93,-0.31,5.58,4,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072721529,0.0128
140022344400,24925550,1072722659,1,0,0,255535904,35.77,218.09,0.184,-18.18,-9.86,265.17,-49.52,-27724.4,29.43,13262.1,21.77,95.6,449515.13,6112387.28,1495.6,13.95,1.63,13.81,-2.88,-0.3,9.28,3,0.25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072722659,0.0129
140023317600,24927390,1072732391,1,0,0,577261034,22.61,37.88,0.134,102.57,-82.19,9.98,-19.77,-25495.8,36.21,17065.7,17.63,92.55,451732.75,6116194.16,1492.55,13.25,1.61,10.04,-3.04,-0.31,2.38,3,0.12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072732391,0.0138
140023342600,24927430,1072732641,1,0,0,561939547,29.38,135.59,0.525,44.85,-48.47,331.18,-12.68,-25366.9,16.12,15850.4,13.92,92.26,451864.69,6114979.94,1492.26,46.14,2.67,39.38,-3.05,-0.28,20.47,16,16.24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072732641,0.0138
140023477600,24927710,1072733991,1,0,0,38966297,34.82,50.09,0.802,141.31,-68.5,19.54,-6.59,-24253.9,13.73,15197.2,10.58,85.29,452978.6,6114329.89,1485.29,62.32,3.16,60.07,-2.95,-0.28,18.06,19,38.58,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072733991,0.0139
140023720500,24928150,1072736420,1,0,0,351397747,28.19,147.68,0.111,46.26,-61.06,343.28,-17.44,-24178.7,16.99,13444.2,50.32,82.59,453058.19,6112578.15,1482.59,10.13,1.74,8.36,-2.97,-0.31,3.41,5,3.15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072736420,0.0141
140023793600,24928300,1072737151,1,0,0,391573539,22.76,328.92,0.106,-100.94,-63.45,38.37,-44,-27165.2,23.81,14097.7,53.11,97,450071.89,6113223.75,1497,10.57,1.82,8.01,-3.03,-0.32,5.73,3,0.04,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072737151,0.0142
140024250900,24929160,1072741724,1,0,0,186140319,20.59,282.47,0.203,-83.07,-56.81,37.61,-55.03,-26773,23.53,16223.4,33.18,99.21,450458.5,6115349.15,1499.21,20.23,2.32,15.22,-3.08,-0.3,5.04,8,19.27,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072741724,0.0146
140024300900,24929260,1072742224,1,0,0,382169169,37.12,108.57,0.192,140.51,-61.18,21.23,0.55,-23880.3,31.55,14352.6,19.71,82.38,453354.08,6113486.75,1482.38,13.81,1.78,14.44,-2.82,-0.32,28.56,3,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072742224,0.0146
140024410600,24929480,1072743321,1,0,0,414051806,17.84,336.67,0.106,-115.59,-50.4,58.38,-40.36,-29755.1,46.29,15033,28.25,104.57,447481.34,6114152.06,1504.57,11.02,1.48,7.99,-3.09,-0.31,4.93,3,0.14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072743321,0.0147
140024480800,24929610,1072744023,1,0,0,824371883,17.55,184.28,0.103,-88.19,-81.29,18.31,-34.48,-26683.1,26.43,15046.4,17.26,98.42,450551.3,6114173.05,1498.42,10.75,1.56,7.77,-3.06,-0.31,2.75,3,4.25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072744023,0.0148
140025178600,24931050,1072751001,1,0,0,503883932,28.99,328.38,0.118,-104.51,-17.68,104.78,-45.4,-27114.7,18.3,14859.4,44.02,99.73,450120.46,6113985.09,1499.73,10.44,1.47,8.9,-2.98,-0.31,3.27,4,2.52,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072751001,0.0154
140025328600,24931430,1072752501,1,0,0,111847110,18.56,349.42,0.116,-115.23,-19.36,98.01,-36.45,-26626.6,16.81,12893.6,63.41,90.27,450613.2,6112021.75,1490.27,11.81,1.38,8.71,-3.05,-0.32,17.95,5,0.17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072752501,0.0155
140025659700,24932300,1072755812,1,0,0,152050779,28.01,11.19,0.155,-116.66,2.02,119.77,-25.73,-24139.3,30.57,16335,21.44,85.91,453090.32,6115467.26,1485.91,13.85,1.57,11.63,-3.02,-0.3,4.62,3,4.63,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072755812,0.0158
140025775100,24932610,1072756966,1,0,0,666807435,28.07,218.34,0.16,-104.02,-47.97,60.08,-48.2,-26044.4,19.85,15386,35.19,96.39,451188.76,6114514.06,1496.39,14.26,2.11,12.01,-3,-0.3,8.73,5,2.54,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072756966,0.0159
140025926100,24933050,1072758476,1,0,0,2014886,34.94,343.12,0.133,-94.68,10.63,143.74,-37.51,-27070,39.59,15843,24.97,101.74,450162.65,6114968.31,1501.74,10.09,1.35,9.98,-2.86,-0.32,8.86,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072758476,0.016
140025956700,24933140,1072758782,1,0,0,771180766,28.93,119.02,0.124,-145.75,-17.52,87.72,-9.03,-24051.4,18.56,14862.7,48.51,83.68,453181.88,6113996.09,1483.68,10.94,1.4,9.35,-2.93,-0.33,4.67,5,2.77,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072758782,0.016
140026067700,24933430,1072759892,1,0,0,279047221,32.68,220.83,0.113,-101.81,-43.79,65.92,-50.52,-25580.6,50.65,16993.7,31.79,93.34,451648.26,6116121.93,1493.34,9.11,1.4,8.47,-2.87,-0.33,5.37,2,0.07,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072759892,0.0161
140026189200,24933790,1072761107,1,0,0,662928313,30.58,126.69,0.173,-143.08,-12.74,93.22,-9.27,-27688.5,31.8,13834.3,17.01,98.17,449549.53,6112959.19,1498.17,14.67,1.58,13.04,-2.93,-0.32,6.36,6,1.46,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072761107,0.0162
140026327300,24934150,1072762488,1,0,0,763496131,19.21,187.12,0.127,-117.88,-22.54,93.3,-35.14,-27349.5,63.87,15978.1,12.14,103.22,449882.89,6115102.56,1503.22,12.83,2.19,9.58,-3.04,-0.32,5.47,7,2.25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072762488,0.0163
140026897100,24935600,1072768186,1,0,0,225808052,20.43,83.12,0.135,-112.22,26.12,143.2,-14.82,-27458,21.49,13401.8,21.09,96.81,449780.87,6112527.7,1496.81,13.35,2.2,10.16,-3.1,-0.3,6.37,5,1.98,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072768186,0.0167
140027010300,24935940,1072769318,1,0,0,510118710,35.48,201.71,0.133,-110.95,-18.67,100.59,-40.02,-24702.4,29.92,12748.9,13.23,83.74,452536.08,6111881.73,1483.74,9.87,1.97,9.99,-2.81,-0.33,8.53,3,0.27,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072769318,0.0168
140027204400,24936360,1072771259,1,0,0,907065302,23.26,161.56,0.108,-112.43,9.31,129.07,-25.18,-26898.9,21.15,14187.4,37.59,97.33,450337.77,6113314.02,1497.33,10.38,1.73,8.15,-3.05,-0.31,7.87,4,0.25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072771259,0.017
140027318901,24936530,1072772404,1,0,0,740295659,39.35,331.45,0.13,-45.06,17.43,208.87,-43.95,-26121.3,36.68,14646.4,45.14,93.97,451113.9,6113774.68,1493.97,8.41,1.27,9.81,-2.79,-0.32,3.76,3,0.86,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072772404,0.0171
140027427500,24936730,1072773490,1,0,0,168434872,19.91,46.85,0.15,-76.64,40.71,177.21,-19.77,-26245.7,13.58,13463.6,44.82,90.65,450992.43,6112592.34,1490.65,14.78,1.41,11.25,-3.1,-0.3,8.16,3,0.21,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072773490,0.0172
140027557900,24936940,1072774794,1,0,0,829385536,28.92,26.53,0.152,-53.55,43.66,195.56,-19.14,-28424.8,33.51,15144.8,18.8,103.45,448810.41,6114267.02,1503.45,13.17,1.46,11.39,-2.99,-0.3,7.52,3,0.07,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072774794,0.0173
140027628700,24937070,1072775502,1,0,0,744090484,33.56,174.43,0.156,-109.45,12.25,133.62,-25.73,-24516.6,53.32,15802,42.72,87.05,452714.54,6114933.65,1487.05,12.14,1.42,11.7,-2.92,-0.3,15.65,5,0.51,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072775502,0.0173
140027815100,24937420,1072777366,1,0,0,719446916,25.92,127.78,0.145,-96.2,40.11,163.09,-13.54,-26973.8,26.54,14340.2,12.58,97.23,450262.6,6113466.62,1497.23,13.2,2.39,10.88,-3.07,-0.32,2.98,5,210.26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072777366,0.0175
140027875100,24937530,1072777966,1,0,0,731903382,28.78,345.94,0.105,-36.21,21.95,217.26,-36.94,-25863.9,16.68,14133.9,39.84,91.06,451372.24,6113263.17,1491.06,9.15,1.1,7.92,-2.94,-0.32,3.64,2,0.17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072777966,0.0175
140027902200,24937560,1072778237,1,0,0,115463455,25.87,114.49,0.166,-87.57,46.81,172.13,-11.09,-24017.4,33.3,15117.2,17.25,83.81,453215.17,6114250.51,1483.81,15.11,1.62,12.48,-3,-0.31,21.43,6,2.87,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072778237,0.0176
140027980300,24937680,1072779018,1,0,0,430651709,6.79,68.57,0.128,-61.37,33.98,188.79,-28.75,-24220,38.51,15730.6,25.15,85.96,453011.13,6114863.06,1485.96,13.65,1.43,9.62,-3.17,-0.3,8.77,3,1.26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072779018,0.0176
140027993600,24937710,1072779151,1,0,0,337511033,38.18,242.33,0.109,-76.15,-8.51,145.19,-64.06,-25879,68.79,15098.8,77.55,93.59,451354.73,6114227.44,1493.59,7.29,2.17,8.18,-2.79,-0.34,9.66,3,1.85,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072779151,0.0176
140028040201,24937800,1072779617,1,0,0,361727302,35.15,239.19,0.118,-76.12,-4.45,150.8,-60.94,-27863.2,30,14709.2,42.72,100.63,449372.69,6113833.15,1500.63,8.73,1.34,8.84,-2.84,-0.33,8.2,2,2.17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072779617,0.0177
140028209200,24938100,1072781307,1,0,0,376843681,37.3,269.69,0.107,-56.57,-9.56,194.5,-72.42,-27377.4,116.81,13804.4,271.3,96.49,449860.63,6112930.09,1496.49,7.42,7.59,8.06,-2.8,-0.33,6.54,3,1.13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072781307,0.0178
