id,sdid,gpstime,sd750,multiEye,sd1500,sd_gpsnanotime,sd_theta,sd_phi,sd_energy,sd_l,sd_b,sd_ra,sd_dec,sd_x,sd_dx,sd_y,sd_dy,sd_z,sd_easting,sd_northing,sd_altitude,sd_s450,sd_ds450,sd_s35,sd_beta,sd_gamma,sd_chi2,sd_ndf,sd_geochi2,sd_nbstat,fd_id,fd_gpsnanotime,fd_hdSpectrumEye,fd_hdCalibEye,fd_hdXmaxEye,fd_theta,fd_dtheta,fd_phi,fd_dphi,fd_l,fd_b,fd_ra,fd_dec,fd_totalEnergy,fd_dtotalEnergy,fd_calEnergy,fd_dcalEnergy,fd_xmax,fd_dxmax,fd_heightXmax,fd_distXmax,fd_dEdXmax,fd_ddEdXmax,fd_x,fd_dx,fd_y,fd_dy,fd_z,fd_easting,fd_northing,fd_altitude,fd_cherenkovFraction,fd_minViewAngle,fd_uspL,fd_duspL,fd_uspR,fd_duspR,fd_hottestStationId,fd_distSdpStation,fd_distAxisStation,sd_s38,sd_gpstime,sd_exposure
153282585700,35666040,1132427472,1,0,0,401453846,20.5,345.06,0.134,3.96,-34.51,306.94,-37.85,-28914.9,31.82,14392.2,24.75,100.52,448322.46,6113513.65,1500.52,13.55,1.69,10.08,-3.05,-0.31,6.79,7,0.98,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132427472,4.3594
153283275300,35667190,1132434368,1,0,0,658660094,24.8,282.99,0.376,-23.73,-42.31,320.84,-58.96,-25474.3,27.16,13849,9.21,88.62,451762.35,6112979.42,1488.62,35.41,2.74,28.2,-3.08,-0.29,32.59,14,8.01,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132434368,4.36
153283605000,35667720,1132437665,1,0,0,196383320,25.39,249.67,0.123,-20.72,-35.82,307.75,-58.01,-25629.7,42.55,16195.2,96.03,93.61,451601.25,6115323.65,1493.61,11.69,1.9,9.22,-3.03,-0.31,14.82,4,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132437665,4.3602
153283714900,35667920,1132438764,1,0,0,482161483,35.36,112.93,0.13,47.59,-29.95,315.86,-1.86,-25375.9,19.49,16041.5,29.95,91.67,451855.22,6115170.82,1491.67,9.94,1.37,9.74,-2.87,-0.31,6.45,3,1.12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132438764,4.3603
153283742700,35667970,1132439042,1,0,0,129839919,37,109.32,0.109,51.4,-31.13,318.57,0.32,-25641.6,24.01,14656.5,19.96,91.27,451593.07,6113786.02,1491.27,7.91,1.3,8.17,-2.77,-0.34,13.53,3,0.28,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132439042,4.3603
153283855000,35668200,1132440165,1,0,0,788958189,11.25,50.39,0.107,27.92,-63.04,342.63,-26.21,-27726.8,49.74,13958,13.16,98.97,449511,6113082.71,1498.97,11.64,1.93,8.07,-3.12,-0.31,3.78,3,0.03,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132440165,4.3604
153283877300,35668230,1132440388,1,0,0,358122615,24.7,124.72,0.351,37.55,-40.43,321.43,-13.96,-28320.2,7.56,14162.8,7.91,101.72,448917.44,6113285.88,1501.72,33.12,2.85,26.36,-3.06,-0.29,12.76,11,5.81,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132440388,4.3605
153283919100,35668290,1132440806,1,0,0,986710743,25.83,23.36,0.114,59.6,-79.74,2.96,-22.18,-25706.6,40.17,13684.5,30.36,89.62,451530.58,6112814.46,1489.62,10.83,1.51,8.6,-2.98,-0.32,5.38,2,0.03,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132440806,4.3605
153284374200,35669040,1132445357,1,0,0,966693840,35.99,14.76,0.137,-162.81,-69.77,33.62,-20.14,-26690,31.01,14456.8,21.72,96.64,450545.88,6113583.82,1496.64,10.27,1.26,10.32,-2.85,-0.32,19.36,4,1.35,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132445357,4.3609
153284546000,35669300,1132447075,1,0,0,529573935,19.91,128.3,0.113,50.52,-67.98,350.68,-18.77,-27366.2,17.26,14211.6,47.22,98.35,449870.69,6113337.1,1498.35,11.51,1.36,8.52,-3.04,-0.32,4.3,3,0.83,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132447075,4.361
153284913300,35669870,1132450748,1,0,0,666365578,35.17,66.76,0.292,162.63,-58.98,32.09,-2.17,-27360.2,32.39,14650.4,8.49,99.32,449875.6,6113775.57,1499.32,22.28,2.49,21.93,-2.93,-0.29,14.06,9,2.47,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132450748,4.3613
153284938700,35669920,1132451002,1,0,0,47370363,30.03,16.3,0.125,-145.83,-54.99,51.28,-22.61,-29831.2,38.11,14592.7,28.28,101.83,447406.26,6113711.71,1501.83,10.89,1.45,9.42,-2.93,-0.32,3.83,2,10.08,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132451002,4.3613
153285295800,35670470,1132454573,1,0,0,222683876,39.17,239.71,0.164,-40.69,-51.07,349.86,-63.03,-29492.4,34.74,14650.8,36.32,101.69,447744.66,6113770.61,1501.69,10.85,1.76,12.3,-2.76,-0.33,13.58,5,0.89,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132454573,4.3616
153285335500,35670530,1132454970,1,0,0,821133311,21.38,326.57,0.123,-109.74,-47.52,61.69,-44.49,-26427.1,30.16,13353.7,34.91,91.24,450811.4,6112482.08,1491.24,12.19,1.75,9.23,-3.05,-0.31,4.59,4,0.1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132454970,4.3616
153285516500,35670810,1132456780,1,0,0,658416342,37.48,172.31,0.115,56.87,-80.28,3.22,-22.86,-26265.3,23.15,14695.1,46.6,95.56,450969.68,6113823.05,1495.56,8.13,1.16,8.66,-2.78,-0.34,7.18,2,0.32,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132456780,4.3618
153285554300,35670870,1132457158,1,0,0,370035349,39.33,212.36,0.15,-25.07,-66.26,354.92,-46.16,-25647.1,29.05,13669.7,29.55,89.37,451590.12,6112799.84,1489.37,9.87,1.35,11.27,-2.76,-0.32,11.84,5,7.71,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132457158,4.3618
153285638500,35671000,1132458000,1,0,0,286823377,13.44,236.15,0.235,-97.59,-62.44,38.42,-45.83,-25883.1,12.45,12977.6,22.73,88.76,451355.97,6112107.54,1488.76,24.33,1.96,17.62,-3.17,-0.29,5.94,9,4.31,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132458000,4.3619
153286071100,35671690,1132462326,1,0,0,773569525,6.86,211.96,0.115,-118.58,-49.41,59.8,-38.5,-24739,15.79,16048.2,47.63,88.92,452491.64,6115179.2,1488.92,12.49,1.38,8.62,-3.11,-0.32,10.95,2,0.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132462326,4.3623
153286380400,35672170,1132465419,1,0,0,100395311,21.97,222.67,0.235,-103.62,-50.77,55.93,-47.75,-27137.9,19.97,14051,30.32,97.14,450099.24,6113177.03,1497.14,22.81,2.6,17.62,-3.08,-0.29,4.42,10,3.98,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132465419,4.3625
153286482500,35672350,1132466440,1,0,0,832217046,22,296.94,0.106,-96.83,-22.61,101.05,-53.79,-24282.7,36.92,15156.5,25.62,86.04,452949.92,6114289.11,1486.04,10.49,1.31,7.99,-2.98,-0.33,7.9,2,0.68,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132466440,4.3626
153286584500,35672500,1132467460,1,0,0,276311603,30.8,307.32,0.106,-89.88,-12.27,122.15,-55.88,-25767.3,44.77,16464.9,33.51,93.6,451462.91,6115593.06,1493.6,9.02,1.2,7.96,-2.92,-0.32,4.28,2,0.01,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132467460,4.3627
153286628102,35672570,1132467896,1,0,0,821431748,27.3,46.68,0.217,-131.78,-0.52,109.49,-13.82,-25351.4,39.87,15338.9,54.43,91.87,451881.46,6114468.75,1491.87,19.64,2.2,16.3,-2.87,-0.35,61.28,3,38.75,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132467896,4.3627
153286672600,35672640,1132468341,1,0,0,751957224,39.25,60.72,0.107,-143.86,6.94,110.49,0.32,-26128.7,60.74,16841.3,43.09,96.26,451101.35,6115968,1496.26,7.09,2.68,8.07,-2.78,-0.32,5.33,3,0.66,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132468341,4.3627
153287156100,35673430,1132473176,1,0,0,833740879,5.58,197.59,0.1,-112.6,-13.53,105.91,-36.61,-29461,30.68,14307.2,41.03,99.12,447776.97,6113427.33,1499.12,11,1.61,7.56,-3.11,-0.32,6.89,3,1.04,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132473176,4.3631
153287249600,35673570,1132474111,1,0,0,527848192,35.83,11.14,0.168,-97.68,28.57,154.77,-22.04,-27935.6,17.49,14866.1,50.98,101.79,449299.97,6113989.73,1501.79,12.5,2.22,12.61,-2.88,-0.31,9.61,3,0.14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132474111,4.3632
153287348300,35673730,1132475098,1,0,0,820262287,7.63,325.17,0.167,-101.27,0.68,128.69,-39.23,-25461.9,50.58,14323.3,50.82,90.21,451773.75,6113453.44,1490.21,17.99,3.37,12.58,-3.12,-0.32,7.85,3,12.22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132475098,4.3633
153288060600,35674830,1132482221,1,0,0,21183114,33.35,351.3,0.122,-58.91,29.49,190.94,-33.35,-25248.1,75.88,14903.6,62.76,89.7,451985.74,6114033.94,1489.7,9.78,1.66,9.19,-2.88,-0.32,5.3,3,2.04,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132482221,4.3639
153290111800,35676020,1132489133,1,0,0,798938236,39.06,126.17,0.147,-112.55,45.38,157.48,-1.7,-27335.3,21.89,15256.6,37.07,102.21,449898.95,6114381.5,1502.21,9.75,1.23,11.03,-2.79,-0.32,4.53,5,3.7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132489133,4.3644
153290406800,35676510,1132492083,1,0,0,759576030,29.97,0.08,0.114,-25,24.37,226.77,-29.92,-25050.6,27.28,15231.7,36.26,89.13,452182.34,6114362.32,1489.13,9.9,1.45,8.55,-2.97,-0.31,16.03,2,4.09,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132492083,4.3647
153290873301,35677230,1132496748,1,0,0,616745459,26.19,200.34,0.117,-68.97,21.68,178.41,-39.85,-25688.2,111.72,13803,44.79,89.56,451548.72,6112932.93,1489.56,10.9,1.21,8.77,-3.04,-0.3,3.86,5,2.09,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132496748,4.3651
153290892200,35677260,1132496937,1,0,0,882735980,33.9,2.59,0.174,-6.75,12.28,250.65,-27.28,-29145.9,49.06,14779.4,158.86,101.39,448090.67,6113899.99,1501.39,13.77,2.29,13.06,-2.95,-0.3,7.21,9,3.3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132496937,4.3651
153291383401,35678090,1132501849,1,0,0,639659210,19.21,128.91,0.101,-25.01,36.62,219.73,-19.48,-29471.3,23.53,13865.4,18.67,97.9,447767.73,6112985.81,1497.9,10.38,1.29,7.61,-3.04,-0.32,2.23,2,0.4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132501849,4.3655
153291482600,35678230,1132502841,1,0,0,255168066,20.79,125,0.174,-19.15,36.03,224.25,-17.43,-25039.2,16.27,14266.9,31.92,87.2,452196.19,6113398.16,1487.2,17.36,1.77,13.05,-3.05,-0.31,8.41,6,1.71,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132502841,4.3656
153291824700,35678820,1132506262,1,0,0,506391832,27.56,118.25,0.307,-1.2,32.51,238.02,-10.14,-26705.5,19.14,13931,18.35,95.11,450531.69,6113058.31,1495.11,27.8,2.17,23.02,-3.04,-0.29,13.31,11,7.63,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132506262,4.3659
153291877400,35678900,1132506789,1,0,0,481878268,39.25,140.17,0.135,-10.82,44.99,223.8,-6.48,-27150.8,34.34,13675.4,27.08,95.7,450087.3,6112801.71,1495.7,9.01,1.3,10.14,-2.74,-0.34,9.89,7,3.35,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132506789,4.3659
153291971100,35679070,1132507726,1,0,0,526327007,27.09,274.05,0.12,-30.51,-14.24,260.71,-62.1,-25765.7,19.55,15542.6,27.91,93.6,451466.84,6114671.33,1493.6,11.15,1.5,9.06,-2.96,-0.32,8.99,5,9.18,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132507726,4.366
153292691701,35680260,1132514932,1,0,0,459697206,39.3,175.44,0.137,-8.44,19.5,243.45,-23.72,-25122.9,19.31,16682.6,50.39,91.23,452106.41,6115812.16,1491.23,9.15,1.15,10.29,-2.76,-0.33,7.27,2,8.07,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132514932,4.3666
153292892200,35680590,1132516937,1,0,0,405891653,37.39,340.48,0.225,0.78,-62.19,342.48,-38.63,-23733.9,28.23,14344.4,25.48,80.98,453501.28,6113478.65,1480.98,16.2,1.7,16.92,-2.85,-0.31,6.04,5,2.7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132516937,4.3667
153292928100,35680650,1132517296,1,0,0,601553046,34.47,239.73,0.179,-29.39,-13.62,260.81,-60.86,-27647.4,66.81,14332.9,35.85,98.7,449589.39,6113457.61,1498.7,14.09,1.93,13.47,-2.92,-0.3,8.28,6,1.52,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132517296,4.3668
153292938800,35680670,1132517403,1,0,0,415045303,31.19,138.41,0.12,18.14,2.13,274.07,-12.13,-27681,16.52,13464.3,31.51,96.77,449557.55,6112591.35,1496.77,10.24,1.27,9,-2.9,-0.32,4.58,5,0.1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132517403,4.3668
153292956600,35680700,1132517581,1,0,0,759046693,9.16,201.98,0.111,-0.62,-19.6,287.32,-38.05,-23816.3,12.48,14793.9,49.75,81.82,453416.93,6113927.97,1481.82,12.16,1.84,8.35,-3.14,-0.3,10.56,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132517581,4.3668
153293189500,35681060,1132519910,1,0,0,927017055,12.91,353.8,0.107,8.89,-47.59,323.67,-35.53,-26570.4,50.87,13276.2,17.81,91.64,450668.33,6112404.28,1491.64,11.57,1.82,8.07,-3.12,-0.3,8.16,4,0.95,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132519910,4.367
153293529600,35681610,1132523311,1,0,0,553721469,2.05,221.97,0.116,7.29,-44.79,320.14,-36.48,-26261.7,16.5,13391.9,41.33,91.43,450976.54,6112520.67,1491.43,12.84,1.49,8.69,-3.16,-0.3,12.86,7,5.06,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132523311,4.3673
153293606401,35681730,1132524079,1,0,0,832476870,22.03,148.76,0.111,21.57,-28.84,305.07,-21.94,-25391,16.64,13540.2,51.36,87.2,451846.36,6112671.07,1487.2,11.1,1.5,8.36,-3.03,-0.31,4.46,2,1.88,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132524079,4.3673
153293683900,35681850,1132524854,1,0,0,212739389,30.84,104.09,0.109,47.73,-36.26,321.37,-4.96,-27036.3,38.55,17113.3,28.4,101.39,450193.07,6116237.85,1501.39,9.42,1.39,8.22,-2.9,-0.33,3.6,2,2.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132524854,4.3674
153294010500,35682390,1132528120,1,0,0,279630830,36.28,36.21,0.107,117.44,-73.11,11.24,-10.31,-25230.1,25.35,14391.1,23.85,88.26,452005.11,6113521.83,1488.26,7.95,1.12,8.05,-2.89,-0.3,21.64,2,0.96,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132528120,4.3676
153294211400,35682730,1132530129,1,0,0,420724995,21.74,117.99,0.133,47.3,-57.52,340.2,-15.43,-25541,34.61,16402.2,21.91,93.2,451689.29,6115530.97,1493.2,13.26,1.49,10.02,-3.02,-0.31,7.25,5,17.32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132530129,4.3678
153295111400,35684270,1132539129,1,0,0,251373212,2.87,332.83,0.126,-111.82,-71.85,31.28,-36.39,-27597.4,25.9,14988.6,30.4,101.37,449637.71,6114112.99,1501.37,13.82,1.64,9.47,-3.14,-0.31,5.51,3,2.54,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132539129,4.3679
153295413500,35684980,1132542150,1,0,0,178466939,15.82,5.07,0.107,-128.12,-49.5,59.48,-32.3,-27984.8,34.55,15220,26.39,103.69,449249.95,6114343.3,1503.69,11.24,1.32,8.07,-3.07,-0.32,2.89,2,0.02,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132542150,4.3679
153295966900,35686650,1132547684,1,0,0,130216792,34.91,105.7,0.108,-172.48,-41.95,55.07,-1.19,-24546.1,69.39,14573.7,52.54,85.94,452688.18,6113706.05,1485.94,8.3,1.48,8.16,-2.88,-0.32,3.84,3,0.63,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132547684,4.3679
153296291100,35687240,1132550926,1,0,0,108282902,18.78,112.91,0.36,-144.77,-36.81,69.91,-17.57,-27573.1,21.74,14349.6,19.48,98.87,449663.57,6113474.45,1498.87,35.29,2.85,26.98,-3.1,-0.3,15.12,14,6.67,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132550926,4.3679
153296627500,35687860,1132554290,1,0,0,498953653,19.91,209.34,0.166,-112.9,-43.35,67.65,-42.57,-27731.1,18.61,15901.3,21.36,104.91,449501.76,6115024.78,1504.91,16.57,1.7,12.48,-3.11,-0.29,8.11,2,1.01,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132554290,4.3679
153297123700,35688630,1132559252,1,0,0,704115072,34.12,7.61,0.148,-99.62,23.71,149.92,-24.64,-26892.6,34.98,14081.8,39.52,96.68,450344.3,6113208.54,1496.68,11.52,1.72,11.12,-2.89,-0.33,26.59,5,31.57,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132559252,4.3681
153297353200,35689000,1132561547,1,0,0,902690855,24.21,178.5,0.104,-122.14,-21.25,93.23,-30.99,-26297,23.89,15223,21.22,97.7,450936.69,6114350.57,1497.7,9.88,1.88,7.79,-3.02,-0.31,14.98,2,0.35,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132561547,4.3683
153297680300,35689520,1132564818,1,0,0,470675113,13.45,99.94,0.262,-112.94,14.22,133.04,-21.84,-24874.6,27.78,14474.9,17.65,87,452360.15,6113606.46,1487,26.93,1.95,19.7,-3.15,-0.29,10.62,5,0.95,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132564818,4.3686
153297762601,35689650,1132565641,1,0,0,652694145,19.8,264.88,0.331,-86.12,-5.38,135.81,-54.82,-25590.4,12.8,13388.1,24.88,88.47,451647.47,6112518.54,1488.47,32.3,2.48,24.83,-3.11,-0.29,5.8,12,5.33,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132565641,4.3686
153298085000,35690140,1132568865,1,0,0,407593913,36.18,338.62,0.209,-52.72,22.78,198.09,-39.92,-26192.6,2.49,14157.8,9.81,92.63,451044,6113285.42,1492.63,15.29,2.32,15.72,-2.88,-0.3,7.74,9,3.95,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132568865,4.3689
153298116400,35690200,1132569179,1,0,0,232592145,25.09,154.41,0.128,-115.11,11.56,129.38,-21.73,-28960.7,20.74,14644.9,15.88,99.97,448276.05,6113766.13,1499.97,11.99,1.93,9.61,-2.98,-0.32,9,2,0.82,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132569179,4.3689
153298607600,35690980,1132574091,1,0,0,567704937,5.67,154.03,0.124,-80.16,25.96,168.16,-32.45,-26854.1,56.89,17015.1,31.09,100.83,450375.41,6116140.14,1500.83,13.45,2.77,9.34,-3.09,-0.33,20.97,2,0.68,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132574091,4.3693
153300213600,35691390,1132576551,1,0,0,666485913,31.24,232.14,0.122,-79.62,-0.52,149.98,-55.69,-24915,31,15210.5,32.99,89.02,452317.92,6114341.54,1489.02,10.15,1.29,9.15,-2.92,-0.32,5.37,2,3.63,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132576551,4.3695
153300864900,35692390,1132583064,1,0,0,364637244,30.51,6.01,0.174,-9.15,15.47,246.22,-26.95,-25140,37.13,14904.5,10.33,89.37,452093.81,6114035.19,1489.37,14.67,2.08,13.04,-2.92,-0.32,9.14,6,3.03,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132583064,4.3701
153301128700,35692770,1132585702,1,0,0,804662838,19.2,78.56,0.117,-15.96,35.62,226.69,-16.23,-24047.4,36.8,15577.8,18.95,84.45,453184.04,6114710.8,1484.45,11.73,1.92,8.77,-3.02,-0.32,7.59,5,0.91,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132585702,4.3703
153301577500,35693450,1132590190,1,0,0,86335203,26.62,37.8,0.209,8.72,8.85,263.21,-16.88,-28672.8,42.47,15093.8,23.2,102.25,448562.63,6114215.45,1502.25,19,1.7,15.71,-3.02,-0.3,9.08,3,1.35,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132590190,4.3707
153301651500,35693570,1132590930,1,0,0,267551048,31.46,122.49,0.182,-7.24,41.32,228.23,-7.47,-24051.5,18.41,13555.5,44.7,82.3,453185.01,6112689.73,1482.3,15.12,1.62,13.7,-2.89,-0.33,9.82,3,0.01,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132590930,4.3707
153301718300,35693670,1132591598,1,0,0,688495100,14.86,127.94,0.131,-12.01,23.87,237.54,-22.98,-24925.3,33.47,13974.6,34.91,85.68,452310.76,6113106.3,1485.68,13.67,1.84,9.88,-3.13,-0.3,10.71,3,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132591598,4.3708
153302126000,35694320,1132595675,1,0,0,992352321,34.4,56.74,0.284,28.29,-2.09,282.6,-5.09,-24783,11.8,16094.2,28.89,89.23,452447.59,6115225.03,1489.23,21.9,1.88,21.31,-2.93,-0.3,14.17,7,7.3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132595675,4.3711
153302955700,35695650,1132603972,1,0,0,425610867,14.53,68.65,0.255,21.96,-28.37,304.71,-21.45,-26953,34.73,16547.2,10.43,101.08,450277.79,6115672.32,1501.08,26.1,2.7,19.12,-3.16,-0.29,7.39,7,4.03,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132603972,4.3718
153303007400,35695720,1132604489,1,0,0,349644141,27.23,220.99,0.132,-16.51,-11.99,269.25,-49.13,-26554.6,24.34,14434.8,21.25,95.45,450681.2,6113562.15,1495.45,12.06,1.38,9.94,-2.99,-0.31,7.2,3,0.03,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132604489,4.3718
153303036300,35695760,1132604778,1,0,0,976238220,6.35,177.97,0.143,4.9,-24.14,294.68,-34.62,-28531.6,48.69,15289.4,16.01,103.51,448703.25,6114411.26,1503.51,15.48,2.21,10.76,-3.17,-0.3,8.67,2,0.02,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132604778,4.3719
153303148000,35695940,1132605895,1,0,0,108503600,33.84,284.57,0.184,-35.04,-41.78,327.66,-66.79,-25952.5,44.87,13103.6,47.21,89.33,451286.31,6112233.34,1489.33,14.53,1.72,13.84,-2.89,-0.31,11.71,6,0.11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132605895,4.3719
153303386000,35696350,1132608275,1,0,0,154798230,28.83,291.73,0.134,-31.72,-49.18,338.17,-60.55,-26003.5,77.89,14532.6,59.5,92.89,451232.28,6113661.1,1492.89,11.87,1.44,10.07,-3,-0.3,8.36,3,1.94,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132608275,4.3721
153303458001,35696490,1132608995,1,0,0,918920857,17.38,92.82,0.12,31.89,-39.9,319.21,-17.75,-24841.2,33.77,15062.5,24.69,88.47,452391.97,6114193.78,1488.47,12.32,1.39,9,-3.12,-0.3,8.18,3,1.7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132608995,4.3722
153303570900,35696680,1132610124,1,0,0,408357670,2.54,15.39,0.108,10.84,-50.86,327.72,-34.4,-26368.1,35.79,16324.3,30.36,97.62,450862.9,6115451.03,1497.62,11.86,1.45,8.13,-3.13,-0.32,3.86,2,5.4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132610124,4.3723
153303599000,35696720,1132610405,1,0,0,629160558,26.21,195.7,0.109,1.25,-24.05,293.35,-37.78,-26070.9,48.06,16406.7,28.79,95.57,451159.64,6115534.11,1495.57,10.18,1.26,8.23,-2.98,-0.32,3.81,2,0.7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132610405,4.3723
153303806800,35697050,1132612483,1,0,0,113121260,38.41,71.17,0.112,77.11,-51.43,346.29,1.73,-26007.8,25.34,16886.4,23.99,94.53,451221.54,6116013.67,1494.53,7.64,1.32,8.43,-2.71,-0.36,11.43,3,0.08,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132612483,4.3725
153303891600,35697200,1132613331,1,0,0,648331712,31.07,106.84,0.159,53.23,-43.3,329.61,-5.05,-26171.1,30.39,17104.8,19.12,95.93,451057.81,6116231.57,1495.93,13.41,1.52,11.95,-2.94,-0.3,29.44,5,3.58,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132613331,4.3726
